Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/25/2014,SATR,4D,,GLD,K807162,IL,10300 S. Doty,(773) 568-8495,2753365
12/25/2014,SATR,4D,,DGR,V739493,IL,10300 S. Doty,(773) 568-8495,2753405
12/25/2014,SUBA,4D,,BLK,K155659,IL,10300 S. Doty,(773) 568-8495,2753396
12/25/2014,TOYT,2D,,WHI,R337090,IL,10300 S. Doty,(773) 568-8495,2753373
12/25/2014,TOYT,4D,,GRY,DWP0575,TX,10300 S. Doty,(773) 568-8495,2753372
12/25/2014,TOYT,4D,,GLD,656R718,IL,10300 S. Doty,(773) 568-8495,2753382
12/25/2014,TOYT,4D,,TAN,V726014,IL,10300 S. Doty,(773) 568-8495,2753383
12/24/2014,ACUR,4T,,GRY,L406950,IL,10300 S. Doty,(773) 568-8495,2753292
12/24/2014,AUDI,4D,,TAN,R798877,IL,10300 S. Doty,(773) 568-8495,2753287
12/24/2014,BMW,4D,325,SIL,V640119,IL,10300 S. Doty,(773) 568-8495,2753313
12/24/2014,BMW,4T,,BLK,L676279,IL,701 N. Sacramento,(773) 265-7605,6803028
12/24/2014,BUIC,4D,,GRY,N669613,IL,10300 S. Doty,(773) 568-8495,2753255
12/24/2014,BUIC,4D,,BGE,V737497,IL,701 N. Sacramento,(773) 265-7605,6803011
12/24/2014,BUIC,4D,,WHI,S122496,IL,10300 S. Doty,(773) 568-8495,2753344
12/24/2014,BUIC,4D,CEN,BLU,N930206,IL,10300 S. Doty,(773) 568-8495,2753314
12/24/2014,CADI,4D,,BLU,V202109,IL,10300 S. Doty,(773) 568-8495,2753336
12/24/2014,CADI,4D,,WHI,V464546,IL,701 N. Sacramento,(773) 265-7605,6803005
12/24/2014,CADI,4D,,WHI,V591052,IL,10300 S. Doty,(773) 568-8495,2753351
12/24/2014,CADI,LL,,BLU,K737587,IL,10300 S. Doty,(773) 568-8495,2753273
12/24/2014,CADI,LL,TK,TAN,1130815,IL,10300 S. Doty,(773) 568-8495,2753362
12/24/2014,CADI,LL,TK,TAN,X950497,IL,10300 S. Doty,(773) 568-8495,2753267
12/24/2014,CHEV,2D,,,E422275,IL,701 N. Sacramento,(773) 265-7605,6803055
12/24/2014,CHEV,2D,,BLU,7613665,IL,701 N. Sacramento,(773) 265-7605,6803047
12/24/2014,CHEV,2D,,GRY,E447287,IN,10300 S. Doty,(773) 568-8495,2753360
12/24/2014,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2753311
12/24/2014,CHEV,4D,IMP,GRY,V277356,IL,10300 S. Doty,(773) 568-8495,2753347
12/24/2014,CHEV,4D,,GRY,R345472,IL,10300 S. Doty,(773) 568-8495,2753306
12/24/2014,CHEV,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2753350
12/24/2014,CHEV,4D,,WHI,CHB5072,MI,10300 S. Doty,(773) 568-8495,2753280
12/24/2014,CHEV,4D,,GRY,S763168,IL,10300 S. Doty,(773) 568-8495,2753345
12/24/2014,CHEV,4D,MAL,BRO,R810973,IL,10300 S. Doty,(773) 568-8495,2753284
12/24/2014,CHEV,4T,,TAN,836BWB,IN,10300 S. Doty,(773) 568-8495,2753293
12/24/2014,CHEV,4T,,GRY,V953879,IL,701 N. Sacramento,(773) 265-7605,6803036
12/24/2014,CHEV,4T,,WHI,H293903,IL,701 N. Sacramento,(773) 265-7605,6803035
12/24/2014,CHEV,LL,,TAN,OLAW98,MI,10300 S. Doty,(773) 568-8495,2753295
12/24/2014,CHEV,LL,,GRY,762R896,IL,10300 S. Doty,(773) 568-8495,2753297
12/24/2014,CHEV,LL,,SIL,V679234,IL,10300 S. Doty,(773) 568-8495,2753307
12/24/2014,CHEV,LL,,BLU,6610GW,SC,701 N. Sacramento,(773) 265-7605,6803073
12/24/2014,CHEV,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6803080
12/24/2014,CHEV,VN,,SIL,P336206,IL,10300 S. Doty,(773) 568-8495,2753355
12/24/2014,CHRY,4D,SEB,SIL,,IL,10300 S. Doty,(773) 785-9752,1714925
12/24/2014,CHRY,4T,,MAR,S987585,IL,701 N. Sacramento,(773) 265-7605,6803057
12/24/2014,CHRY,4T,,BLK,V214601,IL,701 N. Sacramento,(773) 265-7605,6803067
12/24/2014,CHRY,VC,TOW,BLU,S139522,IL,10300 S. Doty,(773) 568-8495,2753348
12/24/2014,CHRY,VN,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6803015
12/24/2014,DODG,4D,,GRY,L292287,IL,10300 S. Doty,(773) 568-8495,2753259
12/24/2014,DODG,PK,R15,BLK,1462165B,IL,10300 S. Doty,(773) 568-8495,2753321
12/24/2014,DODG,VC,,BLK,N578476,IL,10300 S. Doty,(773) 568-8495,2753266
12/24/2014,DODG,VN,CVN,GRN,S877741,IL,10300 S. Doty,(773) 568-8495,2753308
12/24/2014,DODG,VN,CVN,RED,V139904,IL,10300 S. Doty,(773) 568-8495,2753329
12/24/2014,DODG,VN,CVN,BLK,V786831,IL,10300 S. Doty,(773) 568-8495,2753317
12/24/2014,DODG,VN,CVN,RED,270907,IL,10300 S. Doty,(773) 568-8495,2753301
12/24/2014,DODG,VN,,GRY,N734927,IL,701 N. Sacramento,(773) 265-7605,6803083
12/24/2014,FORD,2D,,BLK,R488982,IL,701 N. Sacramento,(773) 265-7605,6803013
12/24/2014,FORD,4D,,BLU,V638103,IL,10300 S. Doty,(773) 568-8495,2753305
12/24/2014,FORD,4D,FOC,SIL,R821929,IL,10300 S. Doty,(773) 568-8495,2753315
12/24/2014,FORD,4D,,BLK,X917201,IL,10300 S. Doty,(773) 568-8495,2753304
12/24/2014,FORD,4D,FOC,BLK,N505687,IL,10300 S. Doty,(773) 568-8495,2753341
12/24/2014,FORD,4D,,BLK,S125047,IL,10300 S. Doty,(773) 568-8495,2753357
12/24/2014,FORD,4D,,BLK,S182011,IL,701 N. Sacramento,(773) 265-7605,6803026
12/24/2014,FORD,4T,,GRY,N672842,IL,701 N. Sacramento,(773) 265-7605,6803031
12/24/2014,FORD,LL,TK,TAN,788R662,IL,10300 S. Doty,(773) 568-8495,2753361
12/24/2014,FORD,PK,F15,BLU,1219905,IL,10300 S. Doty,(773) 568-8495,2753335
12/24/2014,FORD,PK,F15,RED,1426138B,IL,10300 S. Doty,(773) 568-8495,2753318
12/24/2014,FORD,SW,,GRY,S484867,IL,701 N. Sacramento,(773) 265-7605,6803034
12/24/2014,FORD,VN,,MAR,,,701 N. Sacramento,(773) 265-7605,6803082
12/24/2014,FORD,VN,EC2,WHI,58874XB,IL,10300 S. Doty,(773) 568-8495,2753343
12/24/2014,FORD,VN,,GRN,682R167,IL,701 N. Sacramento,(773) 265-7605,6803056
12/24/2014,GMC,LL,,GRN,V414954,IL,10300 S. Doty,(773) 568-8495,2753277
12/24/2014,GMC,LL,,BLK,5561501,IL,701 N. Sacramento,(773) 265-7605,6803044
12/24/2014,GMC,LL,,BLK,L701015,IL,10300 S. Doty,(773) 568-8495,2753275
12/24/2014,GMC,LL,,BLK,V860038,IL,701 N. Sacramento,(773) 265-7605,6803033
12/24/2014,GMC,LL,,GRY,CD0X7P,MO,10300 S. Doty,(773) 568-8495,2753296
12/24/2014,GMC,LL,,BLK,R423607,IL,701 N. Sacramento,(773) 265-7605,6803079
12/24/2014,HOND,2D,,,S770871,IL,701 N. Sacramento,(773) 265-7605,6803040
12/24/2014,HOND,2T,,RED,N972040,IL,701 N. Sacramento,(773) 265-7605,6803029
12/24/2014,HOND,4D,ACC,BLU,V505292,IL,10300 S. Doty,(773) 568-8495,2753303
12/24/2014,HOND,4D,,WHI,X900510,IL,701 N. Sacramento,(773) 265-7605,6803054
12/24/2014,HOND,4D,,BLU,V821580,IL,10300 S. Doty,(773) 568-8495,2753363
12/24/2014,HOND,4D,CIV,MAR,V743112,IL,701 N. Sacramento,(773) 265-7605,6803075
12/24/2014,HOND,4H,,GLD,S873079,IL,701 N. Sacramento,(773) 265-7605,6803060
12/24/2014,HOND,4T,,GLD,1852120,IL,701 N. Sacramento,(773) 265-7605,6803038
12/24/2014,HOND,LL,,BLK,P476930,IL,701 N. Sacramento,(773) 265-7605,6803068
12/24/2014,HOND,PK,,MAR,44468FF,IL,701 N. Sacramento,(773) 265-7605,6803037
12/24/2014,HYUN,2T,,BLK,K616970,IL,701 N. Sacramento,(773) 265-7605,6803059
12/24/2014,HYUN,4D,ELN,SIL,7154473,IL,10300 S. Doty,(773) 568-8495,2753328
12/24/2014,HYUN,4D,,GRN,S907174,IL,701 N. Sacramento,(773) 265-7605,6803048
12/24/2014,HYUN,4D,,GRY,R362796,IL,10300 S. Doty,(773) 568-8495,2753288
12/24/2014,HYUN,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6803076
12/24/2014,HYUN,4T,,BLK,S756792,IL,701 N. Sacramento,(773) 265-7605,6803039
12/24/2014,HYUN,4T,,GRY,R141002,IL,701 N. Sacramento,(773) 265-7605,6803065
12/24/2014,JAGU,2D,,GLD,TIGRPAW,IL,701 N. Sacramento,(773) 265-7605,6803051
12/24/2014,JEEP,LL,,GRY,S982176,IL,10300 S. Doty,(773) 568-8495,2753291
12/24/2014,JEEP,LL,,WHI,CLH8073,IL,701 N. Sacramento,(773) 265-7605,6803066
12/24/2014,JEEP,LL,,BLK,VAW7944,IL,701 N. Sacramento,(773) 265-7605,6803052
12/24/2014,JEEP,LL,CHE,TAN,7438953,IL,10300 S. Doty,(773) 568-8495,2753338
12/24/2014,KIA,4D,,SIL,X425148,IL,10300 S. Doty,(773) 568-8495,2753300
12/24/2014,KIA,LL,,GRY,V600820,IL,10300 S. Doty,(773) 568-8495,2753276
12/24/2014,LEXS,LL,,GLD,P451160,IL,701 N. Sacramento,(773) 265-7605,6803045
12/24/2014,LINC,4D,TOW,BLK,25022LY,IL,10300 S. Doty,(773) 568-8495,2753342
12/24/2014,LINC,4D,,WHI,FT911,IL,10300 S. Doty,(773) 568-8495,2753340
12/24/2014,LINC,4D,TOW,WHI,V600944,IL,10300 S. Doty,(773) 568-8495,2753285
12/24/2014,LINC,PK,,BLK,798R469,IL,10300 S. Doty,(773) 568-8495,2753299
12/24/2014,LNDR,LL,TK,WHI,R483759,IL,701 N. Sacramento,(773) 265-7605,6803012
12/24/2014,MAZD,4D,,SIL,V751327,IL,701 N. Sacramento,(773) 265-7605,6803019
12/24/2014,MERZ,LL,,BLK,P504450,IL,10300 S. Doty,(773) 568-8495,2753283
12/24/2014,MITS,4D,GAL,TAN,N933496,IL,10300 S. Doty,(773) 568-8495,2753316
12/24/2014,MITS,4T,,WHI,R357064,IL,701 N. Sacramento,(773) 265-7605,6803027
12/24/2014,MITS,LL,MON,WHI,,IL,10300 S. Doty,(773) 785-9752,1714924
12/24/2014,NISS,2D,200,RED,L734150,IL,10300 S. Doty,(773) 568-8495,2753327
12/24/2014,NISS,4D,ALT,GRY,S451691,IL,10300 S. Doty,(773) 568-8495,2753320
12/24/2014,NISS,4D,,WHI,E216438,IL,10300 S. Doty,(773) 568-8495,2753262
12/24/2014,NISS,4D,SEN,BLK,R595590,IL,10300 S. Doty,(773) 568-8495,2753323
12/24/2014,NISS,4D,,MAR,P749145,IL,701 N. Sacramento,(773) 265-7605,6803070
12/24/2014,NISS,4D,,BLK,S953988,IL,701 N. Sacramento,(773) 265-7605,6803007
12/24/2014,NISS,4D,SEN,RED,S109252,IL,10300 S. Doty,(773) 568-8495,2753332
12/24/2014,NISS,4D,ALT,BLU,R650778,IL,10300 S. Doty,(773) 568-8495,2753322
12/24/2014,NISS,4T,,WHI,E269381,IL,701 N. Sacramento,(773) 265-7605,6803064
12/24/2014,NISS,4T,,GRY,V511878,IL,701 N. Sacramento,(773) 265-7605,6803050
12/24/2014,NISS,4T,,GRY,N977948,IL,10300 S. Doty,(773) 568-8495,2753289
12/24/2014,NISS,LL,,GRY,P739193,IL,701 N. Sacramento,(773) 265-7605,6803069
12/24/2014,NISS,LL,,BLK,S811913,IL,10300 S. Doty,(773) 568-8495,2753334
12/24/2014,NISS,VN,,WHI,S879342,IL,10300 S. Doty,(773) 568-8495,2753310
12/24/2014,PONT,2D,,BLK,V603399,IL,10300 S. Doty,(773) 568-8495,2753352
12/24/2014,PONT,2D,,BLK,S860200,IL,10300 S. Doty,(773) 568-8495,2753261
12/24/2014,PONT,2D,,GRN,L928702,IL,10300 S. Doty,(773) 568-8495,2753263
12/24/2014,PONT,2T,,TAN,V853972,IL,10300 S. Doty,(773) 568-8495,2753260
12/24/2014,PONT,4D,GRA,GRN,S679103,IL,10300 S. Doty,(773) 568-8495,2753286
12/24/2014,PONT,4D,GRA,GRN,,IL,701 N. Sacramento,(773) 265-7605,6803025
12/24/2014,PONT,4D,GRA,SIL,V599419,IL,10300 S. Doty,(773) 568-8495,2753312
12/24/2014,PONT,4D,GRA,SIL,S714719,IL,10300 S. Doty,(773) 568-8495,2753330
12/24/2014,PONT,4D,GRM,WHI,R617286,IL,10300 S. Doty,(773) 568-8495,2753339
12/24/2014,PONT,4D,GRA,GRN,V595098,IL,10300 S. Doty,(773) 568-8495,2753309
12/24/2014,PONT,4T,,GRY,9079000,IL,701 N. Sacramento,(773) 265-7605,6803062
12/24/2014,PONT,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2753258
12/24/2014,SATR,4D,,BLK,R137705,IL,10300 S. Doty,(773) 568-8495,2753349
12/24/2014,SATR,4T,,BLU,R826142,IL,701 N. Sacramento,(773) 265-7605,6803061
12/24/2014,SUBA,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2753265
12/24/2014,SUBA,SW,FOR,GRY,R888956,IL,701 N. Sacramento,(773) 265-7605,6803071
12/24/2014,SUBA,SW,,GRY,K635194,IL,701 N. Sacramento,(773) 265-7605,6803058
12/24/2014,TOYP,4D,,BLK,9512LE,IL,701 N. Sacramento,(773) 265-7605,6803020
12/24/2014,TOYT,2T,,RED,V758595,IL,701 N. Sacramento,(773) 265-7605,6803042
12/24/2014,TOYT,4D,CAM,GRY,956DGD,TX,10300 S. Doty,(773) 568-8495,2753333
12/24/2014,TOYT,4D,,SIL,E118426,IL,701 N. Sacramento,(773) 265-7605,6803043
12/24/2014,TOYT,4D,,BLK,8457488,IL,701 N. Sacramento,(773) 265-7605,6803004
12/24/2014,TOYT,4D,,BGE,S783583,IL,701 N. Sacramento,(773) 265-7605,6803016
12/24/2014,TOYT,4D,,TAN,V291440,IL,10300 S. Doty,(773) 568-8495,2753358
12/24/2014,TOYT,4T,,BLK,S490091,IL,701 N. Sacramento,(773) 265-7605,6803041
12/24/2014,TOYT,4T,,BLU,E270999,IL,10300 S. Doty,(773) 568-8495,2753294
12/24/2014,TOYT,4T,,WHI,E337728,IL,10300 S. Doty,(773) 568-8495,2753290
12/24/2014,TOYT,4T,,BLK,791UGW,WI,701 N. Sacramento,(773) 265-7605,6803032
12/24/2014,TOYT,LL,,WHI,N301342,IL,701 N. Sacramento,(773) 265-7605,6803053
12/24/2014,TOYT,LL,HGH,BLU,8138315,IL,701 N. Sacramento,(773) 265-7605,6803022
12/24/2014,TOYT,LL,RAV,SIL,9053039,IL,10300 S. Doty,(773) 568-8495,2753331
12/24/2014,TOYT,PK,,BLK,78345Y,IL,10300 S. Doty,(773) 568-8495,2753298
12/24/2014,VOLK,4T,,BLK,A661810,IL,701 N. Sacramento,(773) 265-7605,6803049
12/24/2014,VOLV,4D,,BLK,S494252,IL,701 N. Sacramento,(773) 265-7605,6803072
12/24/2014,VOLV,4T,,GRY,644R608,IL,10300 S. Doty,(773) 568-8495,2753257
12/24/2014,ZCZY,,,GRY,16XJBC,TX,10300 S. Doty,(773) 785-9752,1714927
12/24/2014,,,,,H193996,IL,10300 S. Doty,(773) 568-8495,2753354
12/23/2014,AUDI,4D,,BLK,V682171,IL,701 N. Sacramento,(773) 265-7605,6802936
12/23/2014,AUDI,4T,,WHI,481R339,IL,701 N. Sacramento,(773) 265-7605,6802925
12/23/2014,BMW,2D,,BLK,MBSQRD,WI,400 E. Lower Wacker,(312) 744-7550,918869
12/23/2014,BMW,4D,,WHI,K198722,IL,10300 S. Doty,(773) 568-8495,2753191
12/23/2014,BUIC,4D,,TAN,V751290,IL,701 N. Sacramento,(773) 265-7605,6802926
12/23/2014,BUIC,4D,LES,TAN,V219558,IL,701 N. Sacramento,(773) 265-7605,6802943
12/23/2014,BUIC,4D,LES,TAN,,IL,10300 S. Doty,(773) 568-8495,2753209
12/23/2014,BUIC,4D,REG,MAR,1122666,IL,10300 S. Doty,(773) 568-8495,2753206
12/23/2014,BUIC,4D,,RED,V762553,IL,701 N. Sacramento,(773) 265-7605,6802921
12/23/2014,BUIC,4D,,BRO,RAF780,IL,10300 S. Doty,(773) 568-8495,2753190
12/23/2014,BUIC,4D,,WHI,S878602,IL,10300 S. Doty,(773) 568-8495,2753187
12/23/2014,CADI,4T,,GRY,E145398,IL,10300 S. Doty,(773) 568-8495,2753205
12/23/2014,CADI,LL,,TAN,20064NB,IL,10300 S. Doty,(773) 568-8495,2753244
12/23/2014,CHEV,2D,,RED,V606244,IL,10300 S. Doty,(773) 568-8495,2753249
12/23/2014,CHEV,2D,MOC,BLK,,IL,10300 S. Doty,(773) 568-8495,2753220
12/23/2014,CHEV,4D,,GRY,V643289,IL,10300 S. Doty,(773) 568-8495,2753197
12/23/2014,CHEV,4D,MAL,SIL,S337396,IL,10300 S. Doty,(773) 568-8495,2753226
12/23/2014,CHEV,4D,,BLU,N917031,IL,10300 S. Doty,(773) 568-8495,2753225
12/23/2014,CHEV,LL,TAH,GRY,S490877,IL,10300 S. Doty,(773) 568-8495,2753224
12/23/2014,CHEV,LL,TK,BLK,720R092,IL,10300 S. Doty,(773) 568-8495,465103
12/23/2014,CHEV,VN,,WHI,H939621,IL,10300 S. Doty,(773) 785-9752,1714923
12/23/2014,CHEV,VN,TK,WHI,V142787,IL,701 N. Sacramento,(773) 265-7605,6802920
12/23/2014,CHRY,4D,,BLK,R868918,IL,10300 S. Doty,(773) 568-8495,2753229
12/23/2014,CHRY,LL,PCF,SIL,00092950,IL,10300 S. Doty,(773) 568-8495,2753207
12/23/2014,DODG,4D,,SIL,N891550,IL,10300 S. Doty,(773) 568-8495,2753214
12/23/2014,DODG,4D,,GRN,S497098,IL,701 N. Sacramento,(773) 265-7605,6802997
12/23/2014,DODG,LL,,WHI,1463846,IL,10300 S. Doty,(773) 568-8495,2753254
12/23/2014,DODG,PK,TK,BLU,1538504-,IL,10300 S. Doty,(773) 568-8495,2753192
12/23/2014,DODG,PK,R15,SIL,29463X-B,IL,701 N. Sacramento,(773) 265-7605,6802985
12/23/2014,DODG,VN,CVN,GRN,862P743,IL,10300 S. Doty,(773) 568-8495,2753208
12/23/2014,DODG,VN,CVN,BLU,E153007,IL,10300 S. Doty,(773) 568-8495,2753210
12/23/2014,DODG,VN,,RED,R726389,IL,701 N. Sacramento,(773) 265-7605,6803001
12/23/2014,DODG,VN,,SIL,N586667,IL,10300 S. Doty,(773) 568-8495,2753251
12/23/2014,DODG,VN,,GRN,S984213,IL,701 N. Sacramento,(773) 265-7605,6802530
12/23/2014,FORD,4D,,TAN,V504741,IL,10300 S. Doty,(773) 568-8495,2753198
12/23/2014,FORD,4D,,SIL,2458123,IL,10300 S. Doty,(773) 568-8495,2753247
12/23/2014,FORD,4D,,GRY,N792562,IL,701 N. Sacramento,(773) 265-7605,6803003
12/23/2014,FORD,4D,,GRY,V555551,IL,10300 S. Doty,(773) 568-8495,2753243
12/23/2014,FORD,LL,,RED,R987269,IL,10300 S. Doty,(773) 568-8495,2753256
12/23/2014,FORD,LL,,WHI,1593516,IL,10300 S. Doty,(773) 568-8495,2753185
12/23/2014,FORD,LL,TK,BLK,A138528,IL,10300 S. Doty,(773) 568-8495,2753246
12/23/2014,FORD,PK,,WHI,DL3951,IL,701 N. Sacramento,(773) 265-7605,6803000
12/23/2014,FORD,PK,,WHI,,E1,10300 S. Doty,(773) 568-8495,2753196
12/23/2014,FORD,PK,F15,RED,71025VB,IL,10300 S. Doty,(773) 568-8495,2753213
12/23/2014,FORD,VN,WIN,BLU,H718839,IL,10300 S. Doty,(773) 568-8495,2753215
12/23/2014,HOND,2D,,RED,S989261,IL,701 N. Sacramento,(773) 265-7605,6802541
12/23/2014,HOND,4D,CIV,GRY,V197534,IL,701 N. Sacramento,(773) 265-1846,1533015
12/23/2014,HOND,4D,CIV,SIL,S113716,IL,10300 S. Doty,(773) 568-8495,2753211
12/23/2014,HOND,4T,,GLD,8924678,IL,701 N. Sacramento,(773) 265-7605,6802973
12/23/2014,HOND,4T,,BLK,V330059,IL,10300 S. Doty,(773) 568-8495,2753188
12/23/2014,HOND,LL,CRV,SIL,,IL,10300 S. Doty,(773) 568-8495,2753212
12/23/2014,HOND,LL,,GRN,L676815,IL,701 N. Sacramento,(773) 265-7605,6802529
12/23/2014,HYUN,4D,ELN,GLD,11232DN,IL,10300 S. Doty,(773) 785-9752,1714922
12/23/2014,HYUN,LL,,BLK,E096723,IN,10300 S. Doty,(773) 568-8495,2753252
12/23/2014,JEEP,4D,WRG,RED,1226569,IL,701 N. Sacramento,(773) 265-7605,6802938
12/23/2014,JEEP,4D,TK,TAN,9744570,IL,10300 S. Doty,(773) 568-8495,2753200
12/23/2014,JEEP,LL,CHE,GRY,N274764,IL,10300 S. Doty,(773) 568-8495,2753227
12/23/2014,KIA,4D,,GRY,R405288,IL,10300 S. Doty,(773) 568-8495,2753219
12/23/2014,KIA,4D,,GRY,700R513,IL,10300 S. Doty,(773) 568-8495,6802928
12/23/2014,KIA,4T,,RED,X597346,IL,701 N. Sacramento,(773) 265-7605,6802974
12/23/2014,LEXS,4D,,BLK,S228099,IL,10300 S. Doty,(773) 568-8495,2753245
12/23/2014,LEXS,LL,,BLK,8101642,IL,701 N. Sacramento,(773) 265-7605,6802531
12/23/2014,LINC,4D,,BLK,6Z81DV,TN,10300 S. Doty,(773) 568-8495,2753189
12/23/2014,MAZD,LL,,SIL,E220523,IL,701 N. Sacramento,(773) 265-7605,6802998
12/23/2014,MERC,LL,,WHI,AJ1901,IN,701 N. Sacramento,(773) 265-7605,6802539
12/23/2014,MERC,LL,,RED,S874275,IL,10300 S. Doty,(773) 568-8495,2753250
12/23/2014,MITS,VN,TK,GRN,1222787,IL,701 N. Sacramento,(773) 265-7605,6802937
12/23/2014,NISS,4D,,MAR,V143198,IL,701 N. Sacramento,(773) 265-7605,6802923
12/23/2014,PONT,2D,,WHI,747R970,IL,10300 S. Doty,(773) 568-8495,465074
12/23/2014,PONT,2D,,WHI,S903626,IL,10300 S. Doty,(773) 568-8495,2753203
12/23/2014,PONT,4D,,PLE,,IL,10300 S. Doty,(773) 568-8495,2753228
12/23/2014,PONT,4D,GRA,BLK,V334974,IL,10300 S. Doty,(773) 568-8495,2753221
12/23/2014,PONT,4D,BON,BRO,S488808,IL,701 N. Sacramento,(773) 265-7605,6802941
12/23/2014,PONT,4T,,RED,83198FF,IL,10300 S. Doty,(773) 568-8495,2753239
12/23/2014,PONT,VN,TSP,GLD,E102775,IL,701 N. Sacramento,(773) 265-7605,6802935
12/23/2014,SUZI,4D,,BLU,S920900,IL,701 N. Sacramento,(773) 265-7605,6802979
12/23/2014,TOYT,2D,SOL,BLU,S153595,IL,10300 S. Doty,(773) 568-8495,2753218
12/23/2014,TOYT,4D,CAM,TAN,L740565,IL,10300 S. Doty,(773) 568-8495,2753223
12/23/2014,TOYT,4D,,WHI,KH1G6C,MS,701 N. Sacramento,(773) 265-7605,6803002
12/23/2014,TOYT,4D,,TAN,N197752,IL,701 N. Sacramento,(773) 265-7605,6802542
12/23/2014,VOLK,4T,,WHI,S917916,IL,701 N. Sacramento,(773) 265-7605,6802917
12/23/2014,VOLV,4D,,BLU,XDS8607,VA,701 N. Sacramento,(773) 265-1846,1533017
12/22/2014,AUDI,4D,,BLK,778R658,IL,10300 S. Doty,(773) 568-8495,2753184
12/22/2014,AUDI,4D,,SIL,S215006,IL,701 N. Sacramento,(773) 265-7605,6802899
12/22/2014,AUDI,4D,,BLU,V733717,IL,701 N. Sacramento,(773) 265-7605,6802913
12/22/2014,AUDI,4T,,MAR,G172932,IL,701 N. Sacramento,(773) 265-7605,6802845
12/22/2014,BMW,2D,,BLU,S878656,IL,701 N. Sacramento,(773) 265-7605,6802816
12/22/2014,BMW,4T,,WHI,,IL,10300 S. Doty,(773) 568-8495,2753137
12/22/2014,BUIC,4D,LES,TAN,V760480,IL,701 N. Sacramento,(773) 265-7605,6802900
12/22/2014,BUIC,4D,,BLK,L928361,IL,10300 S. Doty,(773) 568-8495,2753152
12/22/2014,BUIC,4D,,BLU,A253937,OH,10300 S. Doty,(773) 568-8495,2753139
12/22/2014,BUIC,LL,,MAR,R318931,IL,10300 S. Doty,(773) 568-8495,2753129
12/22/2014,BUIC,LL,,TAN,V528856,IL,701 N. Sacramento,(773) 265-7605,6802821
12/22/2014,CADI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2753136
12/22/2014,CHEV,4D,,BLU,V835972,IL,701 N. Sacramento,(773) 265-7605,6802820
12/22/2014,CHEV,4D,,SIL,V792845,IL,701 N. Sacramento,(773) 265-7605,6802823
12/22/2014,CHEV,4D,,SIL,V942841,IL,10300 S. Doty,(773) 568-8495,2753131
12/22/2014,CHEV,4D,,WHI,S729176,IL,701 N. Sacramento,(773) 265-1846,1533014
12/22/2014,CHEV,4D,,SIL,E189625,IL,10300 S. Doty,(773) 568-8495,2753156
12/22/2014,CHEV,4T,,GRY,480YRU,CO,701 N. Sacramento,(773) 265-7605,6802878
12/22/2014,CHEV,LL,,BLK,N220681,IL,10300 S. Doty,(773) 568-8495,2753155
12/22/2014,CHEV,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2753148
12/22/2014,CHEV,PK,,RED,1426133,IL,10300 S. Doty,(773) 568-8495,2753183
12/22/2014,CHRY,2D,,SIL,V413890,IL,701 N. Sacramento,(773) 265-7605,6802826
12/22/2014,CHRY,2T,,TAN,V595982,IL,10300 S. Doty,(773) 568-8495,2753181
12/22/2014,CHRY,4T,,GRN,X459446,IL,10300 S. Doty,(773) 568-8495,2753169
12/22/2014,DODG,4D,,WHI,8597216,IL,10300 S. Doty,(773) 568-8495,2753127
12/22/2014,DODG,4D,,WHI,S436341,IL,10300 S. Doty,(773) 568-8495,2753151
12/22/2014,DODG,4D,,SIL,S372803,IL,701 N. Sacramento,(773) 265-7605,6802905
12/22/2014,DODG,LL,DUR,PLE,S136685,IL,701 N. Sacramento,(773) 265-7605,6802841
12/22/2014,DODG,VN,,GRY,778R666,IL,10300 S. Doty,(773) 568-8495,2753149
12/22/2014,DODG,VN,,BLU,S328097,IL,701 N. Sacramento,(773) 265-7605,6802914
12/22/2014,FORD,4D,,TAN,V827695,IL,701 N. Sacramento,(773) 265-7605,6802912
12/22/2014,FORD,VN,,BLU,DL3434C,IL,701 N. Sacramento,(773) 265-7605,6802843
12/22/2014,HOND,2D,,BGE,V156345,IL,10300 S. Doty,(773) 568-8495,2753138
12/22/2014,HOND,LL,,BLK,V595000,IL,701 N. Sacramento,(773) 265-7605,6802842
12/22/2014,HOND,LL,,BLK,X114376,IL,400 E. Lower Wacker,(312) 744-7550,918793
12/22/2014,HYUN,4D,,WHI,L172117,IL,10300 S. Doty,(773) 568-8495,2753134
12/22/2014,INFI,LL,,GLD,815R910,IL,10300 S. Doty,(773) 568-8495,2753150
12/22/2014,JEEP,LL,TK,RED,V369563,IL,701 N. Sacramento,(773) 265-7605,6802910
12/22/2014,JEEP,LL,CHE,GRY,438R690,IL,10300 S. Doty,(773) 568-8495,2753143
12/22/2014,KIA,4D,,WHI,P637625,IL,701 N. Sacramento,(773) 265-7605,6802836
